user_id,event_id,rating
3507,event_8600,3
2712,event_1669,4
4328,event_366,4
1675,event_4532,3
2547,event_8755,3
2490,event_8965,2
1574,event_6512,4
1247,event_3840,1
2377,event_3010,2
963,event_1828,4
1614,event_9833,1
4313,event_8570,2
2197,event_3748,4
770,event_781,5
3984,event_9504,4
523,event_522,1
936,event_7570,1
4584,event_5947,4
3698,event_2462,4
3244,event_686,1
3989,event_9760,1
4876,event_1257,2
2197,event_7166,5
302,event_7528,4
1760,event_8790,3
1369,event_7004,5
3538,event_4559,4
283,event_9679,3
4184,event_8653,3
2469,event_1725,1
2744,event_8707,3
23,event_2461,4
1305,event_7296,5
362,event_7354,1
1285,event_515,1
1856,event_8034,3
2521,event_3082,5
3968,event_6446,3
923,event_2160,5
2548,event_2980,2
2650,event_8506,4
2257,event_1038,1
3490,event_7605,1
2635,event_3984,3
3896,event_7379,5
698,event_2180,5
1044,event_1930,3
1829,event_7910,5
4918,event_2024,5
2086,event_5892,4
1081,event_5037,4
2321,event_2564,5
4622,event_3587,5
4432,event_6842,4
2948,event_3960,2
594,event_3391,3
4502,event_664,5
542,event_5434,5
2975,event_868,3
432,event_5470,1
1207,event_1170,4
1137,event_2811,4
2811,event_9519,3
1020,event_5238,5
4257,event_1284,4
2011,event_8591,4
75,event_3472,5
500,event_8330,2
3697,event_6398,5
2758,event_3921,3
1901,event_2611,5
3987,event_1450,3
4677,event_8000,5
2004,event_2097,5
704,event_6405,4
1626,event_3332,2
2979,event_2840,1
2660,event_686,4
4284,event_7737,4
4644,event_6869,4
4714,event_9558,4
4999,event_163,4
270,event_632,2
3472,event_2015,2
205,event_582,4
841,event_5348,3
2644,event_8018,2
875,event_5561,5
690,event_4001,3
3142,event_9615,2
672,event_7928,3
1172,event_5592,5
1450,event_2540,1
4261,event_2362,5
3653,event_3671,2
2353,event_1939,3
4949,event_6589,1
4725,event_7876,2
598,event_3063,1
4689,event_9880,5
573,event_7522,4
2091,event_6567,1
4625,event_1634,2
3649,event_1538,1
3138,event_6986,2
3216,event_3751,4
344,event_8175,4
4667,event_611,3
1855,event_5056,5
4628,event_9370,4
4980,event_5775,5
1750,event_782,3
3049,event_6824,2
3868,event_7194,1
4543,event_2114,1
3971,event_9260,1
1578,event_9204,3
4870,event_6745,3
4403,event_2552,4
3658,event_8,4
476,event_5417,4
485,event_7240,1
4655,event_8079,2
4564,event_3526,4
2823,event_4944,3
2925,event_259,3
1899,event_4136,1
2268,event_3201,5
688,event_3691,5
2308,event_7134,3
2592,event_7184,1
575,event_5109,5
670,event_4365,2
1284,event_924,2
1595,event_8439,3
1561,event_6275,1
2244,event_3865,4
3070,event_6789,3
3548,event_265,4
3558,event_646,3
2991,event_2505,5
1155,event_588,4
1822,event_9178,5
3832,event_9434,1
981,event_9891,4
2594,event_6451,2
1099,event_7097,1
1675,event_7951,3
931,event_8916,5
1090,event_4579,4
1071,event_1959,1
4220,event_6145,3
442,event_6041,5
1337,event_949,4
460,event_7569,1
3939,event_1788,5
2258,event_1139,1
4742,event_7419,3
2455,event_9659,3
1378,event_6702,4
4597,event_9032,3
3918,event_5627,4
1905,event_8473,2
1751,event_4758,1
4179,event_7790,3
2947,event_9642,3
2332,event_5076,5
3790,event_7231,1
2811,event_1532,3
2991,event_7156,5
2724,event_286,1
2368,event_6817,4
4917,event_1763,1
2382,event_41,4
68,event_988,2
4009,event_3199,5
1086,event_2480,4
779,event_9778,5
661,event_1349,4
3941,event_7852,1
2045,event_7369,5
1059,event_9169,2
728,event_7469,4
3660,event_6318,1
4755,event_6749,5
1574,event_3741,3
4228,event_1847,4
772,event_5526,4
579,event_194,2
2395,event_9985,1
3794,event_6717,4
4358,event_8922,3
3452,event_7617,1
2141,event_9837,1
4963,event_8334,3
1456,event_6893,4
4797,event_5094,1
1326,event_4977,3
4500,event_4988,1
4698,event_341,5
1969,event_704,2
2430,event_6377,1
4913,event_4649,1
856,event_2867,3
183,event_3113,5
1518,event_5003,5
2175,event_3630,5
4097,event_8211,4
4680,event_6133,5
3340,event_6589,1
3373,event_6247,4
3322,event_4616,1
4955,event_8366,5
727,event_3761,4
4034,event_5444,1
2687,event_8612,2
1775,event_936,4
3809,event_332,2
2703,event_5890,5
4201,event_202,2
1843,event_9102,2
4659,event_7545,4
771,event_3156,3
4725,event_1629,3
3422,event_6440,2
4009,event_2467,3
1857,event_7981,2
1237,event_4670,1
1151,event_4319,1
1432,event_5625,4
2325,event_1131,2
2659,event_3501,1
4021,event_3260,4
1890,event_1824,3
2243,event_3244,1
3135,event_2071,3
2042,event_1142,4
4001,event_3362,4
2981,event_7,4
1592,event_4929,1
2607,event_5907,5
3274,event_7612,2
2012,event_1443,3
3055,event_1830,5
930,event_3700,4
4929,event_1055,4
1901,event_9650,5
1400,event_3416,3
3651,event_6219,5
1179,event_7598,3
1258,event_2310,3
911,event_4341,2
2170,event_2173,5
124,event_8037,3
3159,event_6790,4
786,event_6140,1
2417,event_8989,5
4155,event_5620,1
2157,event_3808,4
3141,event_3237,1
2353,event_1933,2
365,event_4917,3
2391,event_947,3
1378,event_1440,5
4858,event_341,4
1557,event_8492,3
359,event_4932,3
3457,event_1628,5
1135,event_6653,1
3171,event_3836,2
2152,event_9430,1
3736,event_6906,3
4261,event_9191,5
2568,event_1308,5
657,event_2661,4
1910,event_3731,3
1141,event_8459,5
3631,event_3212,5
3830,event_6539,4
977,event_1208,4
1961,event_558,2
883,event_4762,4
4960,event_7167,2
1611,event_8126,3
4811,event_2809,3
3826,event_3537,3
3803,event_4700,3
3823,event_2820,5
4259,event_3120,1
1864,event_116,5
2385,event_3936,3
2491,event_6981,5
943,event_7662,5
2335,event_8183,2
2528,event_4118,5
4779,event_3907,2
2368,event_277,4
3753,event_3736,3
696,event_9502,1
3235,event_7538,2
4209,event_8734,3
1089,event_3364,1
1573,event_6145,5
4237,event_9960,5
2236,event_7296,1
3199,event_8449,4
4643,event_3176,1
4898,event_5038,4
414,event_2015,3
3427,event_3656,3
910,event_188,5
3757,event_5410,5
3645,event_2131,3
358,event_5648,2
2423,event_7914,4
4546,event_1498,5
2159,event_2556,2
2343,event_2952,3
3702,event_2781,5
3879,event_2369,1
437,event_2829,5
3859,event_7481,1
2385,event_183,2
1590,event_9780,4
160,event_6556,4
53,event_6847,4
1229,event_7227,2
1036,event_6047,2
4946,event_7928,2
1265,event_7162,5
1810,event_3168,1
3415,event_9010,1
2438,event_6469,4
889,event_5952,5
668,event_7819,1
2625,event_5739,3
4233,event_5794,4
819,event_9299,1
198,event_6092,3
3493,event_8663,2
1949,event_7095,2
4119,event_3797,5
235,event_9121,4
523,event_5905,4
4527,event_4889,1
4629,event_7123,3
1317,event_1125,4
1024,event_5673,3
3375,event_1520,2
227,event_5356,1
892,event_5575,1
2258,event_8589,4
2079,event_4425,3
3894,event_2006,1
3172,event_9389,5
162,event_3977,4
940,event_3221,4
4918,event_1462,1
356,event_235,3
1549,event_7481,1
4214,event_1674,5
2101,event_3749,2
2006,event_8017,4
4494,event_675,1
387,event_2159,1
3852,event_3254,4
4637,event_8932,2
3260,event_3924,4
2832,event_2746,4
3867,event_5819,1
1698,event_4064,5
4761,event_8225,2
2567,event_2804,1
3710,event_6156,3
4580,event_973,4
4403,event_4553,3
4321,event_8836,3
3997,event_8681,5
2658,event_5346,4
3277,event_1103,4
1242,event_8708,2
393,event_631,5
1848,event_9172,2
3403,event_6684,1
1553,event_5691,2
3271,event_26,1
461,event_3765,4
3484,event_1995,3
1073,event_6708,4
1593,event_2607,1
4782,event_3314,2
1777,event_7764,4
2296,event_5686,1
2994,event_1947,2
2784,event_3645,2
2501,event_7558,2
2350,event_1933,3
1117,event_493,3
620,event_7889,3
2381,event_9739,4
3564,event_9798,1
4676,event_9468,3
2494,event_7161,4
357,event_7187,2
1284,event_620,3
797,event_3643,5
3426,event_1297,3
245,event_2896,2
930,event_5367,5
2410,event_8200,4
4591,event_6977,3
4283,event_3668,2
86,event_2469,2
3620,event_1637,4
3584,event_4010,3
2218,event_4968,2
3639,event_9136,3
2838,event_4445,3
3948,event_1677,5
4106,event_2788,1
1462,event_7928,3
2177,event_3744,1
2653,event_4423,1
3907,event_9172,4
629,event_9822,3
3697,event_3675,2
2766,event_4370,5
116,event_4957,4
693,event_3163,2
3009,event_2162,1
154,event_3700,2
4411,event_3787,1
4201,event_1914,1
2402,event_1773,1
2781,event_7424,3
2872,event_661,3
2636,event_1133,4
2039,event_6298,5
4501,event_4558,4
2839,event_9066,4
1423,event_3181,5
3976,event_6697,3
4208,event_615,4
3566,event_4571,4
271,event_2469,1
1391,event_3608,2
3076,event_290,1
2481,event_6615,5
279,event_581,5
4777,event_825,5
3833,event_8892,5
3897,event_9866,5
3389,event_4308,3
384,event_5811,4
4060,event_3110,3
4516,event_3241,5
3415,event_1850,2
3614,event_2750,5
1136,event_206,1
4592,event_3451,4
3623,event_5142,5
310,event_2709,1
272,event_3274,3
4350,event_8713,1
3723,event_3552,2
2774,event_2833,4
153,event_5755,5
2917,event_2801,1
1753,event_2611,4
1105,event_7362,3
3073,event_9199,2
167,event_509,1
3665,event_3490,3
681,event_2525,1
4678,event_4358,4
1332,event_2293,3
3409,event_7743,1
1100,event_1904,5
2231,event_4288,1
3921,event_7107,2
3855,event_3172,4
369,event_4947,3
1908,event_3491,2
1825,event_1294,2
4797,event_6872,3
2973,event_3923,1
993,event_8113,3
2241,event_1477,3
3408,event_390,5
1856,event_8126,3
659,event_2764,3
1482,event_7257,4
452,event_9730,3
4409,event_4069,3
3698,event_7952,3
3251,event_4596,4
113,event_5132,5
2379,event_140,1
2950,event_3169,5
2617,event_6044,5
888,event_3105,2
3952,event_3561,3
4822,event_6341,3
1474,event_2607,4
3766,event_2439,3
128,event_5942,5
4856,event_6548,5
2762,event_4457,1
1416,event_6362,5
202,event_6161,2
518,event_7738,5
1342,event_1989,2
3546,event_3803,1
3276,event_7163,3
4874,event_6242,1
208,event_5634,4
2634,event_6310,2
3367,event_1519,4
2601,event_2196,4
4499,event_3555,2
2850,event_1743,3
3850,event_7520,1
4196,event_5179,4
2306,event_7620,1
2643,event_9370,1
4917,event_4758,3
560,event_1272,4
610,event_2462,1
284,event_4397,4
817,event_7305,4
83,event_1921,2
3492,event_2094,2
176,event_5286,1
4938,event_370,3
2102,event_3491,4
1365,event_7295,1
4463,event_3677,3
73,event_8090,3
860,event_4139,1
1065,event_4018,4
3752,event_8561,5
151,event_1135,4
2785,event_6137,5
2347,event_5040,2
2251,event_8253,2
3011,event_3902,2
1185,event_4427,2
1630,event_9520,2
1362,event_9766,3
2367,event_1994,1
1015,event_603,3
494,event_490,1
2557,event_7787,1
295,event_5489,4
2844,event_2913,5
4745,event_1874,3
2818,event_8637,2
4459,event_5308,2
680,event_5739,5
1359,event_7698,2
63,event_7830,3
3770,event_7353,5
4352,event_8327,5
4971,event_8004,4
3279,event_7297,3
2982,event_8313,1
1638,event_5104,5
645,event_2033,2
2069,event_242,3
2669,event_803,4
4165,event_196,4
3516,event_2331,2
3607,event_8469,5
3391,event_3928,1
2592,event_8759,5
1572,event_6122,1
4410,event_2855,1
1237,event_6973,1
1030,event_2595,1
2678,event_87,1
2943,event_2774,1
3311,event_1701,5
3630,event_1648,5
3319,event_3688,5
4546,event_8677,4
3090,event_4758,1
721,event_4734,3
499,event_7118,2
1674,event_8307,4
4770,event_9929,2
3612,event_7179,3
3983,event_3454,4
2411,event_5629,1
3361,event_3006,1
19,event_2243,2
449,event_1949,2
4237,event_6902,1
2978,event_4189,5
2608,event_5553,5
4928,event_4391,2
4167,event_5389,5
4401,event_5127,2
817,event_9013,1
1777,event_3646,1
251,event_1789,3
3701,event_9360,1
3894,event_6812,1
2680,event_3905,5
505,event_9814,1
2547,event_9580,3
3817,event_718,5
4435,event_659,2
4009,event_4995,3
3765,event_4638,1
1256,event_6802,3
384,event_2608,2
3808,event_3720,4
2799,event_6329,4
3407,event_8924,4
2873,event_4781,2
2605,event_8182,4
4317,event_635,2
3805,event_3,3
2622,event_5627,4
2891,event_6240,3
3307,event_898,1
671,event_7292,2
3576,event_5168,1
1956,event_5256,1
250,event_6458,5
3440,event_2855,2
3572,event_3793,3
44,event_3613,3
4679,event_3164,1
2943,event_8412,5
3514,event_991,3
1813,event_8996,2
3557,event_5877,2
2892,event_9898,5
3341,event_6411,3
955,event_1630,4
650,event_3279,1
3802,event_2562,2
371,event_858,2
384,event_4335,3
2726,event_6205,1
4252,event_923,4
2951,event_7958,2
3047,event_9167,4
1815,event_4934,4
3941,event_6484,4
161,event_8961,5
2582,event_1094,5
4501,event_8800,3
1541,event_2876,2
3760,event_2104,3
3576,event_8093,5
4326,event_6034,2
2379,event_1206,5
3840,event_5670,3
3348,event_9868,3
957,event_9307,5
2506,event_1475,5
4447,event_6397,5
2851,event_2965,3
950,event_6645,3
166,event_920,2
3505,event_992,4
3840,event_1259,2
3427,event_8707,5
3197,event_68,5
4479,event_8211,3
3522,event_573,3
2259,event_6040,3
2588,event_7877,3
4997,event_5781,4
2218,event_3540,1
1038,event_4384,3
2962,event_3227,2
1099,event_9132,5
3415,event_1449,3
2905,event_2506,3
4929,event_6983,4
1679,event_616,4
4502,event_9942,2
4189,event_4750,2
3476,event_4530,1
375,event_7227,3
207,event_4876,4
2691,event_7324,2
4109,event_3021,2
805,event_9137,2
3876,event_7606,2
1611,event_8136,4
3883,event_7176,5
4392,event_7130,1
4736,event_2388,4
942,event_5867,5
955,event_1263,3
3328,event_5631,1
4275,event_2260,5
1258,event_465,1
1231,event_9077,4
3857,event_3136,2
925,event_6035,3
1095,event_2412,2
763,event_4146,2
4660,event_6629,4
3971,event_7973,1
584,event_5416,4
2104,event_1943,3
110,event_192,5
